0,00:00:00 8/29/22
0,00:00:00 8/30/22
0,00:00:00 8/31/22
0,00:00:00 9/1/22
0,00:00:00 9/2/22
0,00:00:00 9/3/22
0,00:00:00 9/4/22
0,00:00:00 9/5/22
0,00:00:00 9/6/22
0,00:00:00 9/7/22
0,00:00:00 9/8/22
0,00:00:00 9/9/22
0,00:00:00 9/10/22
0,00:00:00 9/11/22
0,00:00:00 9/12/22
0,00:00:00 9/13/22
0,00:00:00 9/14/22
0,00:00:00 9/15/22
0,00:00:00 9/16/22
0,00:00:00 9/17/22
0,00:00:00 9/18/22
0,00:00:00 9/19/22
0,00:00:00 9/20/22
0,00:00:00 9/21/22
0,00:00:00 9/22/22
0,00:00:00 9/23/22
0,00:00:00 9/24/22
0,00:00:00 9/25/22
0,00:00:00 9/26/22
0,00:00:00 9/27/22
0,00:00:00 9/28/22
0,00:00:00 9/29/22
0,00:00:00 9/30/22
0,00:00:00 10/1/22
0,00:00:00 10/2/22
0,00:00:00 10/3/22
0,00:00:00 10/4/22
0,00:00:00 10/5/22
0,00:00:00 10/6/22
0,00:00:00 10/7/22
0,00:00:00 10/8/22
0,00:00:00 10/9/22
0,00:00:00 10/10/22
0,00:00:00 10/11/22
0,00:00:00 10/12/22
0,00:00:00 10/13/22
0,00:00:00 10/14/22
0,00:00:00 10/15/22
0,00:00:00 10/16/22
0,00:00:00 10/17/22
0,00:00:00 10/18/22
0,00:00:00 10/19/22
0,00:00:00 10/20/22
0,00:00:00 10/21/22
0,00:00:00 10/22/22
0,00:00:00 10/23/22
0,00:00:00 10/24/22
0,00:00:00 10/25/22
0,00:00:00 10/26/22
0,00:00:00 10/27/22
0,00:00:00 10/28/22
0,00:00:00 10/29/22
0,00:00:00 10/30/22
0,00:00:00 10/31/22
0,00:00:00 11/1/22
0,00:00:00 11/2/22
0,00:00:00 11/3/22
0,00:00:00 11/4/22
0,00:00:00 11/5/22
0,00:00:00 11/6/22
0,00:00:00 11/7/22
0,00:00:00 11/8/22
0,00:00:00 11/9/22
0,00:00:00 11/10/22
0,00:00:00 11/11/22
0,00:00:00 11/12/22
0,00:00:00 11/13/22
0,00:00:00 11/14/22
0,00:00:00 11/15/22
0,00:00:00 11/16/22
0,00:00:00 11/17/22
0,00:00:00 11/18/22
0,00:00:00 11/19/22
0,00:00:00 11/20/22
0,00:00:00 11/21/22
0,00:00:00 11/22/22
6,00:00:00 11/23/22
11,00:00:00 11/24/22
4,00:00:00 11/25/22
12,00:00:00 11/26/22
10,00:00:00 11/27/22
10,00:00:00 11/28/22
6,00:00:00 11/29/22
0,00:00:00 11/30/22
9,00:00:00 12/1/22
11,00:00:00 12/2/22
5,00:00:00 12/3/22
12,00:00:00 12/4/22
11,00:00:00 12/5/22
2,00:00:00 12/6/22
2,00:00:00 12/7/22
6,00:00:00 12/8/22
2,00:00:00 12/9/22
1,00:00:00 12/10/22
2,00:00:00 12/11/22
6,00:00:00 12/12/22
1,00:00:00 12/13/22
1,00:00:00 12/14/22
0,00:00:00 12/15/22
0,00:00:00 12/16/22
1,00:00:00 12/17/22
1,00:00:00 12/18/22
8,00:00:00 12/19/22
3,00:00:00 12/20/22
1,00:00:00 12/21/22
0,00:00:00 12/22/22
0,00:00:00 12/23/22
0,00:00:00 12/24/22
0,00:00:00 12/25/22
0,00:00:00 12/26/22
0,00:00:00 12/27/22
0,00:00:00 12/28/22
4,00:00:00 12/29/22
3,00:00:00 12/30/22
10,00:00:00 12/31/22
3,00:00:00 1/1/23
9,00:00:00 1/2/23
3,00:00:00 1/3/23
0,00:00:00 1/4/23
1,00:00:00 1/5/23
0,00:00:00 1/6/23
6,00:00:00 1/7/23
11,00:00:00 1/8/23
5,00:00:00 1/9/23
8,00:00:00 1/10/23
1,00:00:00 1/11/23
10,00:00:00 1/12/23
1,00:00:00 1/13/23
2,00:00:00 1/14/23
6,00:00:00 1/15/23
10,00:00:00 1/16/23
0,00:00:00 1/17/23
0,00:00:00 1/18/23
0,00:00:00 1/19/23
2,00:00:00 1/20/23
2,00:00:00 1/21/23
2,00:00:00 1/22/23
2,00:00:00 1/23/23
10,00:00:00 1/24/23
9,00:00:00 1/25/23
0,00:00:00 1/26/23
3,00:00:00 1/27/23
7,00:00:00 1/28/23
0,00:00:00 1/29/23
1,00:00:00 1/30/23
2,00:00:00 1/31/23
3,00:00:00 2/1/23
9,00:00:00 2/2/23
16,00:00:00 2/3/23
7,00:00:00 2/4/23
13,00:00:00 2/5/23
16,00:00:00 2/6/23
11,00:00:00 2/7/23
16,00:00:00 2/8/23
14,00:00:00 2/9/23
3,00:00:00 2/10/23
17,00:00:00 2/11/23
16,00:00:00 2/12/23
11,00:00:00 2/13/23
16,00:00:00 2/14/23
1,00:00:00 2/15/23
4,00:00:00 2/16/23
3,00:00:00 2/17/23
18,00:00:00 2/18/23
11,00:00:00 2/19/23
14,00:00:00 2/20/23
9,00:00:00 2/21/23
7,00:00:00 2/22/23
0,00:00:00 2/23/23
1,00:00:00 2/24/23
3,00:00:00 2/25/23
15,00:00:00 2/26/23
18,00:00:00 2/27/23
2,00:00:00 2/28/23
10,00:00:00 3/1/23
10,00:00:00 3/2/23
6,00:00:00 3/3/23
16,00:00:00 3/4/23
9,00:00:00 3/5/23
10,00:00:00 3/6/23
2,00:00:00 3/7/23
14,00:00:00 3/8/23
5,00:00:00 3/9/23
2,00:00:00 3/10/23
5,00:00:00 3/11/23
2,00:00:00 3/12/23
1,00:00:00 3/13/23
11,00:00:00 3/14/23
23,00:00:00 3/15/23
10,00:00:00 3/16/23
1,00:00:00 3/17/23
19,00:00:00 3/18/23
13,00:00:00 3/19/23
24,00:00:00 3/20/23
21,00:00:00 3/21/23
13,00:00:00 3/22/23
9,00:00:00 3/23/23
14,00:00:00 3/24/23
21,00:00:00 3/25/23
23,00:00:00 3/26/23
7,00:00:00 3/27/23
22,00:00:00 3/28/23
24,00:00:00 3/29/23
25,00:00:00 3/30/23
7,00:00:00 3/31/23
4,00:00:00 4/1/23
22,00:00:00 4/2/23
15,00:00:00 4/3/23
6,00:00:00 4/4/23
1,00:00:00 4/5/23
7,00:00:00 4/6/23
25,00:00:00 4/7/23
18,00:00:00 4/8/23
18,00:00:00 4/9/23
18,00:00:00 4/10/23
19,00:00:00 4/11/23
20,00:00:00 4/12/23
20,00:00:00 4/13/23
20,00:00:00 4/14/23
16,00:00:00 4/15/23
12,00:00:00 4/16/23
2,00:00:00 4/17/23
15,00:00:00 4/18/23
23,00:00:00 4/19/23
7,00:00:00 4/20/23
3,00:00:00 4/21/23
9,00:00:00 4/22/23
10,00:00:00 4/23/23
11,00:00:00 4/24/23
19,00:00:00 4/25/23
22,00:00:00 4/26/23
22,00:00:00 4/27/23
19,00:00:00 4/28/23
13,00:00:00 4/29/23
14,00:00:00 4/30/23
7,00:00:00 5/1/23
24,00:00:00 5/2/23
25,00:00:00 5/3/23
23,00:00:00 5/4/23
21,00:00:00 5/5/23
11,00:00:00 5/6/23
5,00:00:00 5/7/23
9,00:00:00 5/8/23
14,00:00:00 5/9/23
16,00:00:00 5/10/23
22,00:00:00 5/11/23
15,00:00:00 5/12/23
2,00:00:00 5/13/23
15,00:00:00 5/14/23
2,00:00:00 5/15/23
18,00:00:00 5/16/23
18,00:00:00 5/17/23
17,00:00:00 5/18/23
15,00:00:00 5/19/23
21,00:00:00 5/20/23
22,00:00:00 5/21/23
20,00:00:00 5/22/23
18,00:00:00 5/23/23
18,00:00:00 5/24/23
19,00:00:00 5/25/23
20,00:00:00 5/26/23
20,00:00:00 5/27/23
19,00:00:00 5/28/23
18,00:00:00 5/29/23
17,00:00:00 5/30/23
21,00:00:00 5/31/23
16,00:00:00 6/1/23
13,00:00:00 6/2/23
13,00:00:00 6/3/23
20,00:00:00 6/4/23
20,00:00:00 6/5/23
15,00:00:00 6/6/23
12,00:00:00 6/7/23
19,00:00:00 6/8/23
19,00:00:00 6/9/23
19,00:00:00 6/10/23
10,00:00:00 6/11/23
15,00:00:00 6/12/23
11,00:00:00 6/13/23
16,00:00:00 6/14/23
17,00:00:00 6/15/23
17,00:00:00 6/16/23
19,00:00:00 6/17/23
18,00:00:00 6/18/23
8,00:00:00 6/19/23
19,00:00:00 6/20/23
19,00:00:00 6/21/23
19,00:00:00 6/22/23
20,00:00:00 6/23/23
19,00:00:00 6/24/23
10,00:00:00 6/25/23
10,00:00:00 6/26/23
13,00:00:00 6/27/23
18,00:00:00 6/28/23
17,00:00:00 6/29/23
19,00:00:00 6/30/23
12,00:00:00 7/1/23
11,00:00:00 7/2/23
20,00:00:00 7/3/23
17,00:00:00 7/4/23
17,00:00:00 7/5/23
10,00:00:00 7/6/23
19,00:00:00 7/7/23
10,00:00:00 7/8/23
17,00:00:00 7/9/23
19,00:00:00 7/10/23
19,00:00:00 7/11/23
17,00:00:00 7/12/23
5,00:00:00 7/13/23
11,00:00:00 7/14/23
11,00:00:00 7/15/23
16,00:00:00 7/16/23
18,00:00:00 7/17/23
16,00:00:00 7/18/23
17,00:00:00 7/19/23
18,00:00:00 7/20/23
17,00:00:00 7/21/23
16,00:00:00 7/22/23
17,00:00:00 7/23/23
16,00:00:00 7/24/23
16,00:00:00 7/25/23
18,00:00:00 7/26/23
19,00:00:00 7/27/23
18,00:00:00 7/28/23
13,00:00:00 7/29/23
15,00:00:00 7/30/23
15,00:00:00 7/31/23
20,00:00:00 8/1/23
15,00:00:00 8/2/23
12,00:00:00 8/3/23
17,00:00:00 8/4/23
15,00:00:00 8/5/23
17,00:00:00 8/6/23
5,00:00:00 8/7/23
15,00:00:00 8/8/23
17,00:00:00 8/9/23
14,00:00:00 8/10/23
17,00:00:00 8/11/23
14,00:00:00 8/12/23
20,00:00:00 8/13/23
5,00:00:00 8/14/23
8,00:00:00 8/15/23
19,00:00:00 8/16/23
21,00:00:00 8/17/23
17,00:00:00 8/18/23
18,00:00:00 8/19/23
17,00:00:00 8/20/23
17,00:00:00 8/21/23
13,00:00:00 8/22/23
17,00:00:00 8/23/23
17,00:00:00 8/24/23
18,00:00:00 8/25/23
15,00:00:00 8/26/23
10,00:00:00 8/27/23
17,00:00:00 8/28/23
19,00:00:00 8/29/23
19,00:00:00 8/30/23
18,00:00:00 8/31/23
21,00:00:00 9/1/23
17,00:00:00 9/2/23
19,00:00:00 9/3/23
19,00:00:00 9/4/23
19,00:00:00 9/5/23
13,00:00:00 9/6/23
4,00:00:00 9/7/23
5,00:00:00 9/8/23
16,00:00:00 9/9/23
13,00:00:00 9/10/23
5,00:00:00 9/11/23
17,00:00:00 9/12/23
11,00:00:00 9/13/23
16,00:00:00 9/14/23
17,00:00:00 9/15/23
4,00:00:00 9/16/23
9,00:00:00 9/17/23
17,00:00:00 9/18/23
17,00:00:00 9/19/23
16,00:00:00 9/20/23
7,00:00:00 9/21/23
11,00:00:00 9/22/23
3,00:00:00 9/23/23
5,00:00:00 9/24/23
9,00:00:00 9/25/23
7,00:00:00 9/26/23
8,00:00:00 9/27/23
6,00:00:00 9/28/23
4,00:00:00 9/29/23
13,00:00:00 9/30/23
15,00:00:00 10/1/23
13,00:00:00 10/2/23
16,00:00:00 10/3/23
10,00:00:00 10/4/23
9,00:00:00 10/5/23
14,00:00:00 10/6/23
5,00:00:00 10/7/23
7,00:00:00 10/8/23
15,00:00:00 10/9/23
18,00:00:00 10/10/23
17,00:00:00 10/11/23
13,00:00:00 10/12/23
0,00:00:00 10/13/23
1,00:00:00 10/14/23
4,00:00:00 10/15/23
13,00:00:00 10/16/23
15,00:00:00 10/17/23
14,00:00:00 10/18/23
8,00:00:00 10/19/23
3,00:00:00 10/20/23
13,00:00:00 10/21/23
13,00:00:00 10/22/23
13,00:00:00 10/23/23
9,00:00:00 10/24/23
5,00:00:00 10/25/23
1,00:00:00 10/26/23
1,00:00:00 10/27/23
3,00:00:00 10/28/23
1,00:00:00 10/29/23
4,00:00:00 10/30/23
13,00:00:00 10/31/23
5,00:00:00 11/1/23
4,00:00:00 11/2/23
11,00:00:00 11/3/23
3,00:00:00 11/4/23
12,00:00:00 11/5/23
4,00:00:00 11/6/23
12,00:00:00 11/7/23
5,00:00:00 11/8/23
3,00:00:00 11/9/23
13,00:00:00 11/10/23
2,00:00:00 11/11/23
7,00:00:00 11/12/23
11,00:00:00 11/13/23
12,00:00:00 11/14/23
9,00:00:00 11/15/23
10,00:00:00 11/16/23
7,00:00:00 11/17/23
12,00:00:00 11/18/23
11,00:00:00 11/19/23
8,00:00:00 11/20/23
2,00:00:00 11/21/23
3,00:00:00 11/22/23
10,00:00:00 11/23/23
11,00:00:00 11/24/23
10,00:00:00 11/25/23
3,00:00:00 11/26/23
0,00:00:00 11/27/23
1,00:00:00 11/28/23
1,00:00:00 11/29/23
8,00:00:00 11/30/23
11,00:00:00 12/1/23
3,00:00:00 12/2/23
1,00:00:00 12/3/23
1,00:00:00 12/4/23
2,00:00:00 12/5/23
1,00:00:00 12/6/23
7,00:00:00 12/7/23
10,00:00:00 12/8/23
9,00:00:00 12/9/23
1,00:00:00 12/10/23
2,00:00:00 12/11/23
5,00:00:00 12/12/23
10,00:00:00 12/13/23
10,00:00:00 12/14/23
9,00:00:00 12/15/23
2,00:00:00 12/16/23
0,00:00:00 12/17/23
0,00:00:00 12/18/23
11,00:00:00 12/19/23
8,00:00:00 12/20/23
8,00:00:00 12/21/23
1,00:00:00 12/22/23
1,00:00:00 12/23/23
1,00:00:00 12/24/23
0,00:00:00 12/25/23
0,00:00:00 12/26/23
0,00:00:00 12/27/23
3,00:00:00 12/28/23
1,00:00:00 12/29/23
11,00:00:00 12/30/23
2,00:00:00 12/31/23
1,00:00:00 1/1/24
1,00:00:00 1/2/24
2,00:00:00 1/3/24
1,00:00:00 1/4/24
2,00:00:00 1/5/24
4,00:00:00 1/6/24
0,00:00:00 1/7/24
1,00:00:00 1/8/24
1,00:00:00 1/9/24
0,00:00:00 1/10/24
0,00:00:00 1/11/24
0,00:00:00 1/12/24
0,00:00:00 1/13/24
0,00:00:00 1/14/24
0,00:00:00 1/15/24
0,00:00:00 1/16/24
0,00:00:00 1/17/24
0,00:00:00 1/18/24
0,00:00:00 1/19/24
0,00:00:00 1/20/24
0,00:00:00 1/21/24
0,00:00:00 1/22/24
5,00:00:00 1/23/24
2,00:00:00 1/24/24
2,00:00:00 1/25/24
1,00:00:00 1/26/24
2,00:00:00 1/27/24
1,00:00:00 1/28/24
2,00:00:00 1/29/24
13,00:00:00 1/30/24
2,00:00:00 1/31/24
14,00:00:00 2/1/24
12,00:00:00 2/2/24
2,00:00:00 2/3/24
11,00:00:00 2/4/24
12,00:00:00 2/5/24
9,00:00:00 2/6/24
11,00:00:00 2/7/24
2,00:00:00 2/8/24
9,00:00:00 2/9/24
2,00:00:00 2/10/24
14,00:00:00 2/11/24
12,00:00:00 2/12/24
16,00:00:00 2/13/24
13,00:00:00 2/14/24
4,00:00:00 2/15/24
16,00:00:00 2/16/24
17,00:00:00 2/17/24
18,00:00:00 2/18/24
18,00:00:00 2/19/24
15,00:00:00 2/20/24
17,00:00:00 2/21/24
10,00:00:00 2/22/24
17,00:00:00 2/23/24
8,00:00:00 2/24/24
18,00:00:00 2/25/24
12,00:00:00 2/26/24
16,00:00:00 2/27/24
14,00:00:00 2/28/24
21,00:00:00 2/29/24
19,00:00:00 3/1/24
19,00:00:00 3/2/24
15,00:00:00 3/3/24
16,00:00:00 3/4/24
1,00:00:00 3/5/24
19,00:00:00 3/6/24
19,00:00:00 3/7/24
7,00:00:00 3/8/24
4,00:00:00 3/9/24
22,00:00:00 3/10/24
20,00:00:00 3/11/24
19,00:00:00 3/12/24
17,00:00:00 3/13/24
13,00:00:00 3/14/24
3,00:00:00 3/15/24
20,00:00:00 3/16/24
12,00:00:00 3/17/24
8,00:00:00 3/18/24
21,00:00:00 3/19/24
21,00:00:00 3/20/24
24,00:00:00 3/21/24
6,00:00:00 3/22/24
3,00:00:00 3/23/24
21,00:00:00 3/24/24
0,00:00:00 3/25/24
2,00:00:00 3/26/24
4,00:00:00 3/27/24
15,00:00:00 3/28/24
23,00:00:00 3/29/24
17,00:00:00 3/30/24
23,00:00:00 3/31/24
7,00:00:00 4/1/24
2,00:00:00 4/2/24
2,00:00:00 4/3/24
8,00:00:00 4/4/24
7,00:00:00 4/5/24
23,00:00:00 4/6/24
23,00:00:00 4/7/24
1,00:00:00 4/8/24
8,00:00:00 4/9/24
17,00:00:00 4/10/24
18,00:00:00 4/11/24
7,00:00:00 4/12/24
23,00:00:00 4/13/24
20,00:00:00 4/14/24
20,00:00:00 4/15/24
21,00:00:00 4/16/24
2,00:00:00 4/17/24
5,00:00:00 4/18/24
5,00:00:00 4/19/24
22,00:00:00 4/20/24
7,00:00:00 4/21/24
24,00:00:00 4/22/24
16,00:00:00 4/23/24
17,00:00:00 4/24/24
23,00:00:00 4/25/24
23,00:00:00 4/26/24
2,00:00:00 4/27/24
11,00:00:00 4/28/24
4,00:00:00 4/29/24
6,00:00:00 4/30/24
15,00:00:00 5/1/24
18,00:00:00 5/2/24
2,00:00:00 5/3/24
21,00:00:00 5/4/24
6,00:00:00 5/5/24
20,00:00:00 5/6/24
20,00:00:00 5/7/24
15,00:00:00 5/8/24
16,00:00:00 5/9/24
4,00:00:00 5/10/24
19,00:00:00 5/11/24
22,00:00:00 5/12/24
20,00:00:00 5/13/24
7,00:00:00 5/14/24
19,00:00:00 5/15/24
21,00:00:00 5/16/24
16,00:00:00 5/17/24
17,00:00:00 5/18/24
18,00:00:00 5/19/24
11,00:00:00 5/20/24
11,00:00:00 5/21/24
5,00:00:00 5/22/24
21,00:00:00 5/23/24
19,00:00:00 5/24/24
6,00:00:00 5/25/24
20,00:00:00 5/26/24
3,00:00:00 5/27/24
11,00:00:00 5/28/24
14,00:00:00 5/29/24
20,00:00:00 5/30/24
20,00:00:00 5/31/24
16,00:00:00 6/1/24
9,00:00:00 6/2/24
13,00:00:00 6/3/24
8,00:00:00 6/4/24
14,00:00:00 6/5/24
19,00:00:00 6/6/24
18,00:00:00 6/7/24
18,00:00:00 6/8/24
15,00:00:00 6/9/24
22,00:00:00 6/10/24
21,00:00:00 6/11/24
12,00:00:00 6/12/24
9,00:00:00 6/13/24
10,00:00:00 6/14/24
21,00:00:00 6/15/24
9,00:00:00 6/16/24
14,00:00:00 6/17/24
11,00:00:00 6/18/24
11,00:00:00 6/19/24
6,00:00:00 6/20/24
8,00:00:00 6/21/24
9,00:00:00 6/22/24
10,00:00:00 6/23/24
19,00:00:00 6/24/24
18,00:00:00 6/25/24
14,00:00:00 6/26/24
21,00:00:00 6/27/24
12,00:00:00 6/28/24
2,00:00:00 6/29/24
18,00:00:00 6/30/24
20,00:00:00 7/1/24
15,00:00:00 7/2/24
2,00:00:00 7/3/24
20,00:00:00 7/4/24
10,00:00:00 7/5/24
15,00:00:00 7/6/24
19,00:00:00 7/7/24
16,00:00:00 7/8/24
18,00:00:00 7/9/24
16,00:00:00 7/10/24
11,00:00:00 7/11/24
15,00:00:00 7/12/24
17,00:00:00 7/13/24
13,00:00:00 7/14/24
12,00:00:00 7/15/24
11,00:00:00 7/16/24
21,00:00:00 7/17/24
21,00:00:00 7/18/24
16,00:00:00 7/19/24
17,00:00:00 7/20/24
16,00:00:00 7/21/24
15,00:00:00 7/22/24
17,00:00:00 7/23/24
11,00:00:00 7/24/24
12,00:00:00 7/25/24
17,00:00:00 7/26/24
15,00:00:00 7/27/24
17,00:00:00 7/28/24
13,00:00:00 7/29/24
18,00:00:00 7/30/24
15,00:00:00 7/31/24
18,00:00:00 8/1/24
14,00:00:00 8/2/24
21,00:00:00 8/3/24
20,00:00:00 8/4/24
15,00:00:00 8/5/24
12,00:00:00 8/6/24
19,00:00:00 8/7/24
17,00:00:00 8/8/24
17,00:00:00 8/9/24
14,00:00:00 8/10/24
19,00:00:00 8/11/24
20,00:00:00 8/12/24
16,00:00:00 8/13/24
17,00:00:00 8/14/24
9,00:00:00 8/15/24
6,00:00:00 8/16/24
11,00:00:00 8/17/24
9,00:00:00 8/18/24
17,00:00:00 8/19/24
21,00:00:00 8/20/24
12,00:00:00 8/21/24
21,00:00:00 8/22/24
16,00:00:00 8/23/24
19,00:00:00 8/24/24
17,00:00:00 8/25/24
16,00:00:00 8/26/24
18,00:00:00 8/27/24
10,00:00:00 8/28/24
17,00:00:00 8/29/24
16,00:00:00 8/30/24
18,00:00:00 8/31/24
20,00:00:00 9/1/24
20,00:00:00 9/2/24
20,00:00:00 9/3/24
20,00:00:00 9/4/24
20,00:00:00 9/5/24
12,00:00:00 9/6/24
16,00:00:00 9/7/24
22,00:00:00 9/8/24
16,00:00:00 9/9/24
16,00:00:00 9/10/24
14,00:00:00 9/11/24
15,00:00:00 9/12/24
16,00:00:00 9/13/24
13,00:00:00 9/14/24
9,00:00:00 9/15/24
18,00:00:00 9/16/24
13,00:00:00 9/17/24
17,00:00:00 9/18/24
13,00:00:00 9/19/24
6,00:00:00 9/20/24
19,00:00:00 9/21/24
10,00:00:00 9/22/24
12,00:00:00 9/23/24
13,00:00:00 9/24/24
15,00:00:00 9/25/24
16,00:00:00 9/26/24
17,00:00:00 9/27/24
16,00:00:00 9/28/24
18,00:00:00 9/29/24
17,00:00:00 9/30/24
16,00:00:00 10/1/24
15,00:00:00 10/2/24
17,00:00:00 10/3/24
14,00:00:00 10/4/24
15,00:00:00 10/5/24
13,00:00:00 10/6/24
17,00:00:00 10/7/24
13,00:00:00 10/8/24
15,00:00:00 10/9/24
14,00:00:00 10/10/24
14,00:00:00 10/11/24
12,00:00:00 10/12/24
6,00:00:00 10/13/24
5,00:00:00 10/14/24
6,00:00:00 10/15/24
14,00:00:00 10/16/24
16,00:00:00 10/17/24
15,00:00:00 10/18/24
15,00:00:00 10/19/24
13,00:00:00 10/20/24
13,00:00:00 10/21/24
12,00:00:00 10/22/24
11,00:00:00 10/23/24
14,00:00:00 10/24/24
11,00:00:00 10/25/24
14,00:00:00 10/26/24
13,00:00:00 10/27/24
13,00:00:00 10/28/24
11,00:00:00 10/29/24
8,00:00:00 10/30/24
2,00:00:00 10/31/24
2,00:00:00 11/1/24
13,00:00:00 11/2/24
6,00:00:00 11/3/24
0,00:00:00 11/4/24
1,00:00:00 11/5/24
1,00:00:00 11/6/24
2,00:00:00 11/7/24
12,00:00:00 11/8/24
12,00:00:00 11/9/24
3,00:00:00 11/10/24
3,00:00:00 11/11/24
14,00:00:00 11/12/24
